vid_id,segment1,segment2,segment3,segment4,segment5
rhAG,mobile-phone:0.391,smartphone:0.386,iphone:0.169,samsung-galaxy:0.037,personal-computer:0.018
3Bw6,surfing:0.628,motorsport:0.151,kayak:0.099,boat:0.083,bodyboarding:0.040
uew6,food:0.652,concert:0.187,cooking:0.067,dish:0.048,car:0.046
Y7w6,association-football:0.628,concert:0.188,pet:0.103,car:0.062,food:0.019
wQw6,parachuting:0.306,paragliding:0.238,parachute:0.234,concert:0.170,car:0.053
Flw6,concert:0.279,pet:0.268,food:0.188,car:0.168,association-football:0.096
kqw6,pet:0.741,fish:0.144,cat:0.074,aquarium:0.023,parrot:0.018
0Zw6,house:0.566,room:0.259,food:0.083,cooking:0.051,concert:0.042
oJw6,concert:0.418,dance:0.229,car:0.139,association-football:0.125,pet:0.090
lgw6,food:0.399,concert:0.223,car:0.208,cooking:0.094,pet:0.076
fKw6,dance:0.895,festival:0.043,concert:0.033,wedding:0.018,racing:0.011
EGw6,food:0.262,cooking:0.259,dish:0.239,:0.147,vegetable:0.094
mTw6,dance:0.492,concert:0.334,disc-jockey:0.092,car:0.042,association-football:0.040
d0w6,dance:0.447,skateboarding:0.239,basketball:0.217,skatepark:0.063,kickflip:0.035
jPw6,concert:0.612,sasuke-uchiha:0.205,dance:0.078,goku:0.071,car:0.034
69w6,pet:0.566,car:0.182,outdoor-recreation:0.108,concert:0.084,fish:0.060
7T8x,food:0.263,cooking:0.257,dish:0.227,:0.133,vegetable:0.121
4k8x,food:0.693,cooking:0.157,dish:0.059,dessert:0.047,concert:0.045
tN8x,skiing:0.448,ski:0.253,snowboarding:0.224,outdoor-recreation:0.039,snowboard:0.036
pX8x,association-football:0.481,basketball:0.220,racing:0.198,concert:0.061,motorsport:0.040
KZ8x,airplane:0.319,landing:0.311,airport:0.248,boeing-737:0.073,runway:0.049
6r8x,washing-machine:0.450,washing:0.322,car:0.094,clothes-dryer:0.083,pet:0.050
Hz8x,boat:0.241,fishing:0.241,recreational-fishing:0.198,fish:0.172,pet:0.148
qN8x,car:0.576,driving:0.165,motorsport:0.139,rallying:0.060,racing:0.060
wV8x,bee:0.242,insect:0.236,food:0.232,beehive:0.206,car:0.084
p3w7,food:0.623,cooking:0.194,drink:0.066,dish:0.061,concert:0.057
lzw7,car:0.689,pickup-truck:0.104,sedan:0.085,truck:0.062,sports-car:0.059
yaw7,concert:0.452,pet:0.235,model-aircraft:0.141,food:0.101,balloon:0.071
GYw7,fish:0.226,pet:0.221,swimming-pool:0.213,underwater-diving:0.201,concert:0.138
Jiw7,association-football:0.476,car:0.179,food:0.145,dance:0.126,concert:0.074
Gcw7,motorsport:0.273,racing:0.252,rallying:0.248,sports-car:0.126,car:0.102
T3w7,personal-computer:0.586,tablet-computer:0.212,computer:0.085,laptop:0.074,television:0.043
rEw7,concert:0.398,drum-kit:0.183,drum:0.158,orchestra:0.148,saxophone:0.112
YQw7,food:0.533,cooking:0.248,dessert:0.090,dish:0.087,concert:0.041
xT8w,airplane:0.355,landing:0.230,jet-aircraft:0.199,airport:0.147,racing:0.068
Jv8w,concert:0.671,christmas:0.098,car:0.088,pet:0.085,sasuke-uchiha:0.058
6C8w,marching-band:0.353,parade:0.343,dance:0.157,motorcycling:0.076,festival:0.070
2p8w,concert:0.298,pet:0.246,car:0.183,goku:0.164,dance:0.109
C88w,hairstyle:0.699,pet:0.101,drawing:0.079,car:0.069,association-football:0.052
Hz8w,mobile-phone:0.246,smartphone:0.246,iphone:0.225,samsung-galaxy:0.209,personal-computer:0.074
ye8w,sports-car:0.359,car:0.310,racing:0.227,driving:0.070,sedan:0.034
El8w,motorsport:0.306,car:0.240,racing:0.209,sports-car:0.184,drifting:0.060
nU8w,car:0.652,sedan:0.178,sports-car:0.066,sport-utility-vehicle:0.052,hatchback:0.052
ct8w,orchestra:0.375,cello:0.320,concert:0.209,quartet:0.053,string-quartet:0.043
VE8w,food:0.398,association-football:0.171,cooking:0.157,concert:0.142,motorcycle:0.132
308w,concert:0.414,dance:0.231,disc-jockey:0.189,cinema-4d:0.089,drawing:0.077
Q08w,bee:0.288,insect:0.277,beehive:0.248,food:0.107,concert:0.081
eU8w,food:0.480,cooking:0.300,dish:0.170,dessert:0.034,concert:0.016
Gw8w,airplane:0.399,helicopter:0.182,mobile-phone:0.174,model-aircraft:0.130,smartphone:0.115
J98w,car:0.477,sports-car:0.249,motorsport:0.137,racing:0.083,sedan:0.054
HC8w,mobile-phone:0.434,smartphone:0.406,samsung-galaxy:0.095,iphone:0.042,personal-computer:0.024
LD40,concert:0.608,building:0.179,saxophone:0.101,dance:0.084,orchestra:0.029
5p40,eye-shadow:0.277,mascara:0.265,eye-liner:0.190,lipstick:0.138,rouge:0.130
2c40,car:0.750,truck:0.118,food:0.073,sport-utility-vehicle:0.033,concert:0.026
Rf40,concert:0.500,acoustic-guitar:0.419,orchestra:0.041,dance:0.029,drum-kit:0.012
hw40,house:0.502,car:0.189,concert:0.133,room:0.124,food:0.052
fa40,concert:0.384,car:0.193,dance:0.146,outdoor-recreation:0.139,pet:0.138
Ra40,dance:0.818,ballet:0.054,weight-training:0.048,concert:0.041,food:0.038
Dq40,mobile-phone:0.364,smartphone:0.362,samsung-galaxy:0.127,iphone:0.095,tablet-computer:0.053
YP40,car:0.563,sports-car:0.284,food:0.055,sedan:0.055,motorsport:0.043
GQ40,concert:0.385,car:0.246,bell:0.197,piano:0.097,church:0.076
wlAH,pet:0.546,concert:0.220,dance:0.128,food:0.065,wedding:0.040
BaAH,concert:0.420,mobile-phone:0.197,smartphone:0.164,organ:0.156,building:0.063
iCAH,boat:0.540,concert:0.208,car:0.107,ship:0.074,fishing:0.072
dlAH,pet:0.439,concert:0.285,association-football:0.129,car:0.085,mobile-phone:0.063
36AH,car:0.668,sports-car:0.159,engine:0.109,coupé:0.036,classic-car:0.027
JJAH,car:0.559,driving:0.298,motorcycle:0.093,motorsport:0.033,sedan:0.018
btAH,pet:0.477,drawing:0.172,concert:0.120,dance:0.119,food:0.112
kMAH,personal-computer:0.268,laptop:0.239,concert:0.234,car:0.175,computer:0.083
EmAH,dance:0.912,motorsport:0.037,car:0.020,racing:0.016,fishing:0.015
ATAH,fishing:0.280,recreational-fishing:0.257,outdoor-recreation:0.186,pet:0.144,fish:0.134
KMAH,food:0.429,pet:0.194,dance:0.139,dish:0.120,cooking:0.118
g4AH,airplane:0.285,jet-aircraft:0.251,landing:0.232,airport:0.183,model-aircraft:0.048
kkAH,concert:0.480,association-football:0.196,video-game-console:0.124,car:0.116,racing:0.085
AYAH,acoustic-guitar:0.360,pet:0.316,car:0.168,concert:0.092,house:0.063
p8AH,food:0.294,cooking:0.279,dish:0.254,:0.092,vegetable:0.081
SQ6g,eye-shadow:0.304,mascara:0.288,eye-liner:0.167,lipstick:0.126,rouge:0.115
4W6g,fish:0.299,pet:0.275,aquarium:0.266,underwater-diving:0.091,scuba-diving:0.069
yS6g,dance:0.377,concert:0.210,car:0.184,choir:0.118,skateboarding:0.111
GP6g,mobile-phone:0.308,smartphone:0.302,playing-card:0.218,concert:0.115,food:0.057
q96g,concert:0.549,dance:0.138,car:0.134,goku:0.126,pet:0.053
wB6g,concert:0.697,personal-computer:0.099,mobile-phone:0.086,car:0.059,video-game-console:0.059
XZ6g,boxing:0.462,car:0.205,motorsport:0.141,weight-training:0.103,racing:0.090
126g,concert:0.498,ryu:0.262,car:0.105,food:0.070,cycling:0.065
Rm6g,car:0.354,motorsport:0.314,racing:0.176,rallying:0.092,drifting:0.064
k96g,association-football:0.918,concert:0.032,food:0.017,car:0.017,basketball:0.016
9G6g,airplane:0.436,concert:0.282,outdoor-recreation:0.102,racing:0.096,motorsport:0.083
Mg6g,concert:0.357,car:0.251,sasuke-uchiha:0.178,dance:0.141,goku:0.073
sf6g,weight-training:0.572,barbell:0.230,squat:0.151,concert:0.026,dance:0.021
a4zn,surfing:0.424,boat:0.346,motorsport:0.160,bodyboarding:0.046,food:0.023
Hbzn,fishing:0.264,fish:0.215,recreational-fishing:0.207,pet:0.191,outdoor-recreation:0.124
4Dzn,mobile-phone:0.227,smartphone:0.218,boxing:0.202,concert:0.178,car:0.174
oRzn,airplane:0.575,jet-aircraft:0.212,landing:0.155,airport:0.048,motorsport:0.010
VBzn,concert:0.308,food:0.205,car:0.203,personal-computer:0.198,video-game-console:0.086
SWzn,food:0.283,concert:0.254,dance:0.237,car:0.138,association-football:0.088
1pzn,concert:0.304,car:0.296,association-football:0.175,dance:0.112,airplane:0.112
eSzn,dance:0.735,basketball:0.205,food:0.028,slam-dunk:0.019,bicycle:0.013
y0zn,car:0.324,sports-car:0.263,motorsport:0.212,racing:0.179,coupé:0.022
Xrzn,weight-training:0.321,dance:0.199,car:0.192,food:0.173,tennis:0.116
7qzn,house:0.434,car:0.241,concert:0.235,motorcycle:0.053,train:0.036
QMzn,motorcycling:0.263,motorcycle:0.251,motorsport:0.216,racing:0.191,cycling:0.079
bkzn,watch:0.305,mobile-phone:0.277,smartphone:0.229,concert:0.132,personal-computer:0.056
CJzn,car:0.577,sport-utility-vehicle:0.149,skiing:0.120,snowboarding:0.086,motorsport:0.069
3oBF,food:0.324,cooking:0.275,dish:0.247,vegetable:0.118,:0.036
9mBF,concert:0.319,pet:0.259,mobile-phone:0.192,fish:0.137,smartphone:0.094
EVBF,car:0.752,sedan:0.120,driving:0.043,sport-utility-vehicle:0.042,hatchback:0.042
nYBF,train:0.414,railroad-car:0.384,train-station:0.125,locomotive:0.067,bus:0.011
V6BF,pet:0.744,association-football:0.111,dance:0.063,concert:0.042,food:0.040
uwBF,room:0.251,dance:0.230,house:0.201,pet:0.160,concert:0.158
aOBF,surfing:0.498,boat:0.339,motorsport:0.067,kayak:0.053,outdoor-recreation:0.042
YDBF,concert:0.551,food:0.184,dance:0.107,association-football:0.086,pet:0.072
yDBF,train:0.416,railroad-car:0.357,locomotive:0.135,train-station:0.068,concert:0.025
yhBF,sewing:0.299,food:0.261,sewing-machine:0.215,concert:0.139,car:0.086
3hBF,truck:0.681,car:0.179,food:0.070,fishing:0.036,boat:0.034
EhBF,concert:0.423,association-football:0.167,food:0.160,fire:0.157,piano:0.093
1uBF,smartphone:0.243,mobile-phone:0.229,concert:0.207,car:0.194,iphone:0.127
DcBF,food:0.310,cooking:0.282,dish:0.252,:0.092,vegetable:0.064
LFBF,association-football:0.446,concert:0.385,basketball:0.060,car:0.058,dance:0.051
VuBF,ship:0.346,boat:0.303,airplane:0.235,landing:0.066,fishing:0.051
ofBF,mobile-phone:0.280,smartphone:0.222,concert:0.194,car:0.154,personal-computer:0.149
xc32,motorcycle:0.298,motorcycling:0.233,car:0.185,motorsport:0.174,racing:0.111
wn32,food:0.433,cooking:0.185,car:0.156,concert:0.154,drawing:0.072
dl32,airplane:0.343,jet-aircraft:0.214,landing:0.210,airport:0.141,car:0.092
KT32,concert:0.246,pet:0.209,fishing:0.202,food:0.197,outdoor-recreation:0.146
WA32,concert:0.580,car:0.135,lego:0.102,food:0.101,manicure:0.082
iB32,airplane:0.270,landing:0.241,jet-aircraft:0.236,airport:0.210,boeing-747:0.044
7h32,mobile-phone:0.301,smartphone:0.237,food:0.214,cooking:0.138,personal-computer:0.110
SX32,dance:0.349,festival:0.291,parade:0.191,carnival:0.086,marching-band:0.083
iN32,car:0.574,sport-utility-vehicle:0.140,engine:0.105,hatchback:0.100,sedan:0.080
ob32,food:0.337,cooking:0.315,dish:0.263,vegetable:0.052,pet:0.033
Bz32,concert:0.452,car:0.254,video-game-console:0.116,mobile-phone:0.092,dance:0.086
Rk32,mobile-phone:0.313,smartphone:0.265,racing:0.264,iphone:0.106,tablet-computer:0.052
A932,camera:0.440,digital-camera:0.245,car:0.176,concert:0.081,digital-single-lens-reflex-camera:0.057
Ha32,racing:0.347,motorsport:0.315,motorcycling:0.154,motorcycle:0.145,concert:0.039
Bp32,hairstyle:0.828,food:0.048,braid:0.045,concert:0.040,pet:0.038
su32,concert:0.339,association-football:0.319,car:0.191,food:0.091,dance:0.061
Kv32,concert:0.396,orchestra:0.294,saxophone:0.173,dance:0.073,racing:0.064
cDBE,food:0.402,cooking:0.270,dish:0.235,concert:0.048,dessert:0.045
qeBE,airplane:0.530,beach:0.255,concert:0.090,motorsport:0.087,jet-aircraft:0.039
KPBE,association-football:0.372,concert:0.215,dance:0.161,food:0.146,car:0.106
cJBE,food:0.304,cooking:0.280,dish:0.250,vegetable:0.084,:0.082
oABE,choir:0.253,dance:0.245,concert:0.221,car:0.173,association-football:0.108
FyBE,weight-training:0.733,barbell:0.112,squat:0.092,boxing:0.032,concert:0.031
rSBE,car:0.613,truck:0.134,sports-car:0.109,dance:0.075,pickup-truck:0.069
utBE,concert:0.388,dance:0.337,racing:0.110,motorsport:0.083,food:0.082
rABE,tractor:0.377,car:0.345,farm:0.127,truck:0.089,food:0.063
qRBE,mobile-phone:0.347,smartphone:0.347,samsung-galaxy:0.154,iphone:0.136,ipod-touch:0.017
2kBE,house:0.378,concert:0.191,car:0.183,association-football:0.129,food:0.120
wrBE,concert:0.259,model-aircraft:0.258,car:0.239,association-football:0.148,dance:0.095
5WBE,goku:0.472,concert:0.290,sasuke-uchiha:0.090,car:0.084,gohan:0.064
kYBE,disc-jockey:0.787,dance:0.079,personal-computer:0.076,mobile-phone:0.036,concert:0.022
vEBE,car:0.251,camera:0.210,bicycle:0.194,cycling:0.183,food:0.162
Q0BE,food:0.392,cooking:0.300,dessert:0.143,dish:0.132,cake:0.033
6u33,fishing:0.248,pet:0.212,fish:0.197,recreational-fishing:0.195,outdoor-recreation:0.148
ib33,personal-computer:0.389,car:0.244,laptop:0.225,computer:0.076,food:0.067
Q933,surfing:0.540,boat:0.166,outdoor-recreation:0.125,car:0.090,kayak:0.080
2a33,boat:0.328,fishing:0.256,outdoor-recreation:0.211,recreational-fishing:0.127,pet:0.078
Ts33,food:0.329,cooking:0.277,dish:0.248,:0.091,dessert:0.056
rK33,racing:0.309,association-football:0.214,pet:0.196,motorsport:0.190,motorcycle:0.091
2C33,wedding:0.342,dance:0.253,food:0.204,pet:0.118,festival:0.082
2t33,car:0.433,racing:0.198,motorsport:0.166,pet:0.114,dashcam:0.089
TN33,dance:0.706,association-football:0.168,pet:0.054,concert:0.039,skateboarding:0.032
UU33,association-football:0.754,dance:0.102,racing:0.065,stadium:0.039,concert:0.039
Gv33,concert:0.396,goku:0.223,car:0.138,pet:0.134,association-football:0.109
7133,car:0.656,sedan:0.106,sport-utility-vehicle:0.102,four-wheel-drive:0.073,motorsport:0.063
pK33,food:0.519,cooking:0.211,dessert:0.109,dish:0.085,concert:0.076
BF33,mobile-phone:0.293,smartphone:0.244,concert:0.207,outdoor-recreation:0.135,car:0.121
P633,car:0.493,engine:0.270,camera:0.154,digital-camera:0.062,dance:0.020
t533,car:0.566,sport-utility-vehicle:0.179,sedan:0.106,truck:0.083,hatchback:0.067
LM33,flute:0.790,concert:0.113,dance:0.049,car:0.024,personal-computer:0.024
8M6h,car:0.549,mobile-phone:0.136,smartphone:0.121,driving:0.106,personal-computer:0.089
tb6h,mobile-phone:0.358,smartphone:0.342,iphone:0.136,samsung-galaxy:0.126,concert:0.038
hW6h,mobile-phone:0.307,smartphone:0.286,personal-computer:0.173,iphone:0.121,tablet-computer:0.113
eR6h,hairstyle:0.825,concert:0.075,braid:0.052,dance:0.026,pet:0.022
Do6h,car:0.269,dance:0.219,food:0.201,concert:0.160,house:0.152
Bv6h,racing:0.324,motorsport:0.309,car:0.211,sports-car:0.106,motorcycle:0.050
Jh6h,personal-computer:0.435,laptop:0.290,computer:0.114,concert:0.099,car:0.062
TIzm,food:0.328,hairstyle:0.259,car:0.174,association-football:0.144,bathroom:0.095
ZWzm,camera:0.405,digital-camera:0.315,digital-single-lens-reflex-camera:0.137,camera-lens:0.121,association-football:0.022
Vyzm,dance:0.355,concert:0.212,house:0.175,car:0.135,association-football:0.122
3nzm,concert:0.286,mobile-phone:0.268,smartphone:0.241,car:0.103,pet:0.102
44zm,car:0.735,sports-car:0.106,sedan:0.070,motorsport:0.046,classic-car:0.044
Ezzm,wedding:0.435,dance:0.418,bride:0.121,concert:0.015,choir:0.010
4yzm,association-football:0.301,food:0.210,car:0.209,human-swimming:0.163,concert:0.117
nYzm,dish:0.287,food:0.287,cooking:0.280,:0.095,meat:0.051
5Rzm,association-football:0.386,choir:0.249,book:0.149,concert:0.132,car:0.084
hHzm,mobile-phone:0.384,smartphone:0.295,concert:0.189,car:0.066,dance:0.065
LUzm,concert:0.383,food:0.225,mobile-phone:0.150,cooking:0.139,smartphone:0.103
oXGu,food:0.289,concert:0.231,car:0.231,association-football:0.174,pet:0.074
F6Gu,concert:0.358,food:0.292,pet:0.180,association-football:0.099,hockey:0.070
ccGu,fishing:0.298,outdoor-recreation:0.260,recreational-fishing:0.197,pet:0.124,boat:0.120
9VGu,orchestra:0.348,concert:0.283,cello:0.238,piano:0.067,quartet:0.064
JSGu,jewellery:0.425,food:0.278,car:0.116,christmas:0.093,association-football:0.089
ufGu,food:0.367,dance:0.172,cooking:0.160,concert:0.156,bag:0.146
UmGu,car:0.552,sedan:0.210,sport-utility-vehicle:0.113,fishing:0.063,sports-car:0.062
DZGu,food:0.450,cooking:0.252,dish:0.116,concert:0.092,car:0.090
1aGu,pet:0.273,fish:0.265,food:0.214,aquarium:0.160,concert:0.088
YMGu,drum:0.512,drum-kit:0.452,loudspeaker:0.017,camera:0.015,digital-camera:0.004
wbGu,car:0.414,racing:0.353,motorsport:0.081,engine:0.079,television:0.072
lVGu,dance:0.469,pet:0.154,concert:0.145,car:0.138,house:0.095
vdGu,dance:0.642,concert:0.305,ballet:0.019,food:0.018,car:0.017
efGu,car:0.574,sports-car:0.178,driving:0.123,motorsport:0.076,coupé:0.049
1sGu,weight-training:0.508,dance:0.265,gymnastics:0.090,fishing:0.078,pet:0.060
aPGu,concert:0.515,playing-card:0.222,car:0.100,mobile-phone:0.091,food:0.071
HKGu,concert:0.580,association-football:0.160,food:0.129,car:0.106,mobile-phone:0.025
7HGu,concert:0.486,food:0.178,dance:0.139,car:0.120,sonic-the-hedgehog:0.077
Yjf3,food:0.369,concert:0.269,dance:0.167,cooking:0.108,pet:0.087
pNf3,concert:0.288,parachuting:0.247,paragliding:0.203,parachute:0.182,outdoor-recreation:0.079
SLf3,fishing:0.303,fish:0.209,recreational-fishing:0.204,pet:0.144,outdoor-recreation:0.140
7Qf3,skateboarding:0.491,dance:0.249,car:0.140,skatepark:0.072,cycling:0.048
ptf3,mobile-phone:0.416,smartphone:0.403,tablet-computer:0.077,iphone:0.052,personal-computer:0.051
hBf3,concert:0.326,pet:0.243,food:0.190,car:0.183,outdoor-recreation:0.058
Def3,personal-computer:0.370,laptop:0.352,computer:0.217,tablet-computer:0.031,concert:0.029
akf3,dance:0.323,car:0.221,concert:0.180,food:0.173,disc-jockey:0.103
thf3,concert:0.394,drum-kit:0.308,drum:0.270,dance:0.022,orchestra:0.006
Q0f3,skateboarding:0.546,skatepark:0.186,car:0.093,kickflip:0.090,association-football:0.085
7Af3,food:0.307,cooking:0.253,dish:0.211,vegetable:0.121,:0.108
OTf3,food:0.222,cooking:0.217,dish:0.215,vegetable:0.182,:0.164
3Cf3,dance:0.595,concert:0.213,amusement-park:0.073,festival:0.068,choir:0.051
pJf3,pet:0.702,dance:0.133,concert:0.105,racing:0.032,association-football:0.029
Z2bP,house:0.431,room:0.386,living-room:0.094,food:0.050,bedroom:0.039
q8bP,boat:0.388,fishing:0.214,sailboat:0.192,sail:0.172,pet:0.034
ZIbP,mobile-phone:0.470,smartphone:0.397,watch:0.059,car:0.043,samsung-galaxy:0.030
bobP,train:0.379,railroad-car:0.257,locomotive:0.235,concert:0.099,racing:0.031
lKbP,television:0.281,concert:0.265,pet:0.220,dance:0.154,association-football:0.080
jwbP,food:0.321,cooking:0.288,dish:0.189,dessert:0.140,flour:0.063
vVbP,food:0.576,cooking:0.160,dish:0.124,pet:0.113,drink:0.027
AKbP,tennis:0.591,concert:0.279,dance:0.059,food:0.048,piano:0.023
OTbP,airplane:0.366,landing:0.259,jet-aircraft:0.172,airport:0.146,motorsport:0.057
foKE,manicure:0.294,concert:0.235,association-football:0.176,pet:0.166,food:0.129
QbKE,dance:0.361,skateboarding:0.248,pet:0.183,weight-training:0.131,concert:0.077
WAKE,hairstyle:0.735,concert:0.120,lipstick:0.054,eye-shadow:0.047,basketball:0.044
GtKE,drawing:0.840,manicure:0.047,concert:0.041,car:0.039,painting:0.034
kOKE,car:0.431,driving:0.259,motorsport:0.220,racing:0.055,truck:0.035
JiKE,dance:0.866,car:0.056,wedding:0.042,food:0.019,association-football:0.016
euKE,mobile-phone:0.376,smartphone:0.316,concert:0.192,manicure:0.064,car:0.052
AKKE,concert:0.430,food:0.204,harmonica:0.165,truck:0.119,pet:0.082
PhKE,fishing:0.249,underwater-diving:0.239,boat:0.202,scuba-diving:0.156,pet:0.154
M1KE,house:0.494,car:0.178,concert:0.165,food:0.095,room:0.069
lTKE,concert:0.507,car:0.161,racing:0.121,amusement-park:0.107,dance:0.104
RvKE,car:0.350,concert:0.249,food:0.230,association-football:0.093,house:0.078
4kKE,knitting:0.453,concert:0.214,food:0.128,drawing:0.117,hairstyle:0.087
WEKE,car:0.362,train:0.205,concert:0.187,food:0.133,pet:0.113
2qKE,food:0.272,dance:0.267,concert:0.256,association-football:0.129,racing:0.075
F0KE,motorsport:0.474,racing:0.301,tractor:0.107,concert:0.061,car:0.057
8pKE,food:0.268,cooking:0.234,dish:0.218,:0.144,vegetable:0.136
V5KE,car:0.713,engine:0.135,motorsport:0.063,sport-utility-vehicle:0.057,concert:0.031
JVbO,motorcycle:0.446,car:0.385,motorcycling:0.069,concert:0.051,engine:0.049
zZbO,food:0.281,cooking:0.272,dish:0.253,:0.112,vegetable:0.081
bFbO,car:0.759,driving:0.110,food:0.101,association-football:0.021,cooking:0.009
tcbO,shoe:0.524,sneakers:0.254,nike-inc:0.167,food:0.039,engine:0.017
odbO,association-football:0.314,car:0.198,concert:0.189,house:0.167,food:0.132
k7bO,concert:0.326,car:0.217,food:0.183,disc-jockey:0.172,camera:0.102
vjbO,concert:0.282,house:0.263,dance:0.199,swimming-pool:0.128,car:0.128
jFbO,motorcycle:0.307,skateboarding:0.291,motorcycling:0.284,cycling:0.060,motorsport:0.058
RnbO,motorcycle:0.477,motorcycling:0.266,motorsport:0.107,scooter:0.081,car:0.070
N5bO,drawing:0.324,food:0.214,manicure:0.213,concert:0.174,jewellery:0.076
H3bO,food:0.355,concert:0.259,playing-card:0.212,car:0.137,dish:0.036
yGbO,train:0.529,association-football:0.196,dance:0.148,boxing:0.073,drum:0.054
PebO,pet:0.291,food:0.282,concert:0.217,car:0.111,cooking:0.099
TQbO,skateboarding:0.616,skatepark:0.159,concert:0.096,dance:0.083,kickflip:0.046
j5bO,car:0.674,sport-utility-vehicle:0.105,driving:0.098,sedan:0.065,four-wheel-drive:0.058
S0bO,concert:0.442,action-figure:0.281,food:0.107,mobile-phone:0.093,lego:0.077
smbO,food:0.565,cooking:0.170,concert:0.114,car:0.083,washing-machine:0.067
GmbO,food:0.440,concert:0.244,association-football:0.151,motorcycle:0.086,cooking:0.078
3fbO,tractor:0.490,car:0.252,engine:0.121,food:0.075,motorcycle:0.063
xkbO,car:0.416,sports-car:0.271,motorsport:0.140,racing:0.124,sedan:0.049
rPbO,eye-shadow:0.326,mascara:0.263,eye-liner:0.186,rouge:0.126,lipstick:0.098
C3bO,pet:0.417,car:0.238,concert:0.213,dance:0.107,video-game-console:0.026
QCbO,concert:0.361,hockey:0.210,food:0.188,lipstick:0.125,eye-shadow:0.116
stKF,association-football:0.896,racing:0.034,motorsport:0.025,marching-band:0.024,basketball:0.021
IYKF,car:0.726,sports-car:0.178,motorsport:0.040,sedan:0.033,concert:0.023
sIKF,concert:0.390,dance:0.245,wedding:0.152,car:0.107,hairstyle:0.106
nFKF,mobile-phone:0.380,smartphone:0.349,concert:0.216,iphone:0.028,food:0.028
qRKF,acoustic-guitar:0.555,train:0.201,railroad-car:0.125,concert:0.062,locomotive:0.056
yvKF,concert:0.322,pet:0.209,dance:0.195,food:0.143,airplane:0.132
FzGv,concert:0.343,food:0.240,association-football:0.231,dance:0.139,cooking:0.048
V2Gv,skateboarding:0.513,skatepark:0.199,kickflip:0.190,car:0.055,dance:0.043
bEGv,boat:0.321,concert:0.221,car:0.178,fishing:0.173,pet:0.107
tCGv,car:0.516,sport-utility-vehicle:0.220,concert:0.161,pet:0.053,hatchback:0.051
rtGv,airplane:0.416,model-aircraft:0.379,jet-aircraft:0.096,concert:0.055,helicopter:0.054
Q2Gv,skateboarding:0.447,pet:0.227,concert:0.133,train:0.104,motorcycle:0.090
m5Gv,concert:0.351,mobile-phone:0.278,smartphone:0.211,iphone:0.095,car:0.066
LPGv,car:0.360,association-football:0.226,mobile-phone:0.156,smartphone:0.144,concert:0.114
XDGv,car:0.741,engine:0.105,motorsport:0.067,sedan:0.047,truck:0.040
wBGv,camera:0.370,digital-camera:0.319,digital-single-lens-reflex-camera:0.163,camera-lens:0.123,car:0.026
e0Gv,food:0.292,cooking:0.287,dish:0.215,:0.112,vegetable:0.094
XUf2,food:0.557,christmas:0.175,concert:0.128,dish:0.078,dance:0.062
Q5f2,mobile-phone:0.471,smartphone:0.337,camera:0.096,concert:0.060,watch:0.035
yEf2,concert:0.481,dance:0.207,racing:0.119,association-football:0.114,pet:0.079
Wmf2,underwater-diving:0.254,fish:0.241,pet:0.229,scuba-diving:0.224,aquarium:0.052
ksf2,concert:0.302,food:0.248,car:0.159,drawing:0.146,pet:0.145
uTf2,dance:0.815,disc-jockey:0.093,concert:0.047,association-football:0.025,car:0.020
X1f2,food:0.453,cooking:0.343,dish:0.103,dessert:0.085,cake:0.016
GFf2,association-football:0.929,concert:0.028,food:0.019,car:0.014,tennis:0.010
gff2,boat:0.714,motorsport:0.121,surfing:0.066,ship:0.056,car:0.043
l7f2,food:0.494,cooking:0.341,dish:0.111,car:0.033,concert:0.021
A0f2,car:0.503,sports-car:0.220,motorsport:0.151,racing:0.091,truck:0.035
Dxf2,concert:0.415,playing-card:0.169,smartphone:0.166,mobile-phone:0.157,drawing:0.093
V0Ej,weight-training:0.552,barbell:0.220,squat:0.168,boxing:0.044,dance:0.016
wQEj,food:0.320,cooking:0.299,dish:0.258,vegetable:0.090,dessert:0.034
ZREj,concert:0.256,skateboarding:0.226,car:0.225,dance:0.171,pet:0.122
rXEj,personal-computer:0.338,laptop:0.286,lego:0.196,computer:0.100,concert:0.080
UpEj,car:0.665,sports-car:0.147,engine:0.092,sedan:0.068,coupé:0.028
i9Ej,food:0.215,cooking:0.213,dish:0.209,:0.191,vegetable:0.172
fCEj,food:0.460,cooking:0.198,dish:0.174,concert:0.101,dance:0.066
2jEj,car:0.452,tractor:0.277,engine:0.223,concert:0.026,food:0.022
nJEj,car:0.654,concert:0.192,disc-jockey:0.068,motorcycle:0.043,pet:0.043
RVEj,truck:0.481,festival:0.217,parade:0.145,dance:0.088,four-wheel-drive:0.069
I5Ej,car:0.444,truck:0.182,pickup-truck:0.170,four-wheel-drive:0.115,sport-utility-vehicle:0.089
7bEj,concert:0.613,dance:0.165,association-football:0.117,car:0.066,pony:0.039
30Ej,concert:0.463,association-football:0.161,mobile-phone:0.141,pet:0.121,car:0.114
ZtEj,basketball:0.516,dance:0.380,slam-dunk:0.065,cycling:0.022,wrestling:0.016
8yEj,racing:0.315,sports-car:0.259,motorsport:0.201,car:0.119,go-kart:0.106
bGEj,food:0.407,cooking:0.294,dish:0.192,meat:0.084,dessert:0.022
7DEj,association-football:0.632,concert:0.140,pitcher:0.125,dance:0.075,rugby-football:0.028
